address,addressobj/city,addressobj/country,addressobj/postalcode,addressobj/street1,amenities/0,amenities/1,amenities/2,amenities/3,ancestorlocations/0/id,ancestorlocations/0/name,ancestorlocations/0/subcategory,ancestorlocations/1/id,ancestorlocations/1/name,ancestorlocations/1/subcategory,ancestorlocations/2/id,ancestorlocations/2/name,ancestorlocations/2/subcategory,category,categoryreviewscores/0/categoryname,categoryreviewscores/0/score,categoryreviewscores/1/categoryname,categoryreviewscores/1/score,categoryreviewscores/2/categoryname,categoryreviewscores/2/score,checkindate,checkoutdate,hotelclass,id,image,input,isnearbyresult,latitude,locallangcode,localname,locationstring,longitude,name,numberofreviews,photocount,photos/0,rankingdenominator,rankingposition,rankingstring,rating,ratinghistogram/count1,ratinghistogram/count2,ratinghistogram/count3,ratinghistogram/count4,ratinghistogram/count5,rawranking,subcategories/0,type,weburl
Arar 91411 Saudi Arabia,Arar,Saudi Arabia,91411,Unknown,Kids Activities,Restaurant,Hot Tub,Fitness center,1729447,Arar,City,2628864,Northern Border Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.0,Rooms,3.0,Service,4.0,2025-02-05,2025-02-06,0.0,12383248,https://media-cdn.tripadvisor.com/media/photo-w/16/9f/cf/24/photo1jpg.jpg,Saudi Arabia,False,30.964605,ar,‫Hala Inn Arar Hotel‬,"Arar, Northern Border Province",41.02657,Hala Inn Arar Hotel,6,6,https://media-cdn.tripadvisor.com/media/photo-o/16/9f/cf/24/photo1jpg.jpg,6.0,2.0,#2 of 6 hotels in Arar,4.5,0,0,1,2,3,3.0733771324157715,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1729447-d12383248-Reviews-Hala_Inn_Arar_Hotel-Arar_Northern_Border_Province.html
"Abi Zur Al Ghafari 7162, Medina 42313 Saudi Arabia",Medina,Saudi Arabia,42313,Abi Zur Al Ghafari 7162,Unknown,Unknown,Unknown,Unknown,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.1,Rooms,4.8,Value,4.6,2025-02-05,2025-02-06,0.0,26368974,https://media-cdn.tripadvisor.com/media/photo-o/2a/5a/ea/49/caption.jpg,Saudi Arabia,False,24.47919,ar,‫Zaha Taiba Hotel‬,"Medina, Al Madinah Province",39.61469,Zaha Taiba Hotel,9,1,https://media-cdn.tripadvisor.com/media/photo-o/2a/5a/ea/49/caption.jpg,227.0,27.0,#27 of 227 hotels in Medina,4.5,0,1,0,3,5,3.1820931434631348,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d26368974-Reviews-Zaha_Taiba_Hotel-Medina_Al_Madinah_Province.html
"Abdullah Ibn Abdulaziz Road Yanbu Al Bahr, Yanbu 46425 Saudi Arabia",Yanbu,Saudi Arabia,46425,Abdullah Ibn Abdulaziz Road,Pool,Internet,Kids Activities,Suites,298554,Yanbu,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.8,Rooms,3.5,Value,3.6,2025-02-05,2025-02-06,3.0,306577,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/1f/2f/24/restaurant-food.jpg,Saudi Arabia,False,24.066132,ar,راديسون بلو ينبع,"Yanbu, Al Madinah Province",38.08649,"Radisson Blu Hotel, Yanbu",381,164,https://media-cdn.tripadvisor.com/media/photo-o/12/54/e1/9d/radisson-blu-hotel-yanbu.jpg,22.0,5.0,#5 of 22 hotels in Yanbu,3.5,32,28,86,123,112,3.562868356704712,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298554-d306577-Reviews-Radisson_Blu_Hotel_Yanbu-Yanbu_Al_Madinah_Province.html
"Prince Turki Bin Abdulaziz Road The Boulevard, Riyadh 11321 Saudi Arabia",Riyadh,Saudi Arabia,11321,Prince Turki Bin Abdulaziz Road,Unknown,Unknown,Unknown,Unknown,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Value,5.0,Service,5.0,2025-02-05,2025-02-06,5.0,24033590,https://media-cdn.tripadvisor.com/media/photo-m/1280/25/e8/6a/2a/jareed-hotel.jpg,Saudi Arabia,False,24.75029,ar,‫Jareed Hotel‬,"Riyadh, Riyadh Province",46.613483,Jareed Hotel,5,4,https://media-cdn.tripadvisor.com/media/photo-o/25/e8/6a/28/the-beds-are-really-comfortabl.jpg,317.0,110.0,#110 of 317 hotels in Riyadh,4.0,1,0,0,0,4,3.0760278701782227,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d24033590-Reviews-Jareed_Hotel-Riyadh_Riyadh_Province.html
"Khaled Bin El Waleed Road Sheraton Hotel City, Medina 42351 Saudi Arabia",Medina,Saudi Arabia,42351,Khaled Bin El Waleed Road,Free parking,Restaurant,Meeting rooms,Internet,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,2.9,Rooms,3.4,Value,3.0,2025-02-05,2025-02-06,5.0,301522,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/83/ec/ad/exterior.jpg,Saudi Arabia,False,24.490019,ar,‫Le Méridien Medina‬,"Medina, Al Madinah Province",39.56426,Le Meridien Medina,140,82,https://media-cdn.tripadvisor.com/media/photo-o/2c/83/ec/ad/exterior.jpg,227.0,37.0,#37 of 227 hotels in Medina,3.0,22,28,32,37,22,3.104724407196045,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d301522-Reviews-Le_Meridien_Medina-Medina_Al_Madinah_Province.html
"Prince Mugrin Ibn Abdulaziz, An Nuzhah District, Riyadh 24446 Saudi Arabia",Riyadh,Saudi Arabia,24446,"Prince Mugrin Ibn Abdulaziz, An Nuzhah District",Unknown,Unknown,Unknown,Unknown,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,4.0,23934622,Unknown,Saudi Arabia,False,24.754765,ar,‫Karim Hotel Riyadh‬,"Riyadh, Riyadh Province",46.706097,Karim Hotel Riyadh,4,0,https://media-cdn.tripadvisor.com/media/photo-o/09/c3/87/b3/photo2jpg.jpg,317.0,96.0,#96 of 317 hotels in Riyadh,4.5,0,0,0,2,2,3.102996349334717,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d23934622-Reviews-Karim_Hotel_Riyadh-Riyadh_Riyadh_Province.html
"2516 Al Masjid Al Haram Road AlMursalat District, Aziziyah, Mecca 24247 Saudi Arabia",Mecca,Saudi Arabia,24247,2516 Al Masjid Al Haram Road,Pool,Internet,Kids Activities,Shuttle Bus Service,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,4.2,Value,4.0,2025-02-05,2025-02-06,5.0,17448982,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/f4/ca/64/business-center.jpg,Saudi Arabia,False,21.401445,ar,بارك إن باي راديسون العزيزية مكة,"Mecca, Makkah Province",39.879265,Park Inn by Radisson Makkah Aziziyah,414,122,https://media-cdn.tripadvisor.com/media/photo-o/18/56/f9/99/park-inn-by-radisson.jpg,310.0,23.0,#23 of 310 hotels in Mecca,4.0,44,33,28,104,205,3.9424333572387695,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d17448982-Reviews-Park_Inn_by_Radisson_Makkah_Aziziyah-Mecca_Makkah_Province.html
"Alhada Area, Mekkah Road AlHada Area, Riyadh 11493 Saudi Arabia",Riyadh,Saudi Arabia,11493,"Alhada Area, Mekkah Road",Pool,Restaurant,Free parking,Meeting rooms,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.2,Rooms,4.5,Value,4.0,2025-02-05,2025-02-06,5.0,2366709,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/b0/6e/37/executive-club-suite.jpg,Saudi Arabia,False,24.664614,ar,‫The Ritz-Carlton Riyadh‬,"Riyadh, Riyadh Province",46.630543,The Ritz-Carlton Riyadh,1049,884,https://media-cdn.tripadvisor.com/media/photo-o/2e/b0/6e/37/executive-club-suite.jpg,317.0,14.0,#14 of 317 hotels in Riyadh,4.5,30,28,58,129,804,4.610524654388428,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d2366709-Reviews-The_Ritz_Carlton_Riyadh-Riyadh_Riyadh_Province.html
"Olaya Street Kingdom Centre, Riyadh 11321 Saudi Arabia",Riyadh,Saudi Arabia,11321,Olaya Street,Non-smoking rooms,Pool,Business center,Fitness center,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.6,Value,3.8,2025-02-05,2025-02-06,5.0,301878,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/2e/8e/4b/deluxe-room.jpg,Saudi Arabia,False,24.711409,ar,‫Four Seasons Hotel Riyadh At Kingdom Center‬,"Riyadh, Riyadh Province",46.674316,Four Seasons Hotel Riyadh At Kingdom Center,676,518,https://media-cdn.tripadvisor.com/media/photo-o/2c/2e/8e/4b/deluxe-room.jpg,317.0,24.0,#24 of 317 hotels in Riyadh,4.5,20,19,38,142,457,4.404216289520264,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d301878-Reviews-Four_Seasons_Hotel_Riyadh_At_Kingdom_Center-Riyadh_Riyadh_Province.html
"King Abdulaziz Road, Yanbu 51111 Saudi Arabia",Yanbu,Saudi Arabia,51111,King Abdulaziz Road,Internet,Kids Activities,Shuttle Bus Service,Room service,298554,Yanbu,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.4,Rooms,4.5,Value,4.3,2025-02-05,2025-02-06,3.0,6450878,https://media-cdn.tripadvisor.com/media/photo-o/07/56/46/23/canary-beach-hotel.jpg,Saudi Arabia,False,24.086727,ar,فندق شاطئ الكناري,"Yanbu, Al Madinah Province",38.066563,Canary Beach Hotel,10,7,https://media-cdn.tripadvisor.com/media/photo-o/07/56/46/23/canary-beach-hotel.jpg,22.0,7.0,#7 of 22 hotels in Yanbu,4.0,0,0,1,6,3,3.095285415649414,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298554-d6450878-Reviews-Canary_Beach_Hotel-Yanbu_Al_Madinah_Province.html
"Business Gate Qurtubah Area Airport Road, Riyadh 11552 Saudi Arabia",Riyadh,Saudi Arabia,11552,Business Gate,Pool,Internet,Suites,Room service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,4.7,Value,4.5,2025-02-05,2025-02-06,5.0,15215188,https://media-cdn.tripadvisor.com/media/photo-w/2c/e5/ee/00/exterior.jpg,Saudi Arabia,False,24.808397,ar,‫Fairmont Riyadh‬,"Riyadh, Riyadh Province",46.71805,Fairmont Riyadh,222,200,https://media-cdn.tripadvisor.com/media/photo-o/2c/e5/ee/00/exterior.jpg,317.0,13.0,#13 of 317 hotels in Riyadh,4.5,4,7,6,20,185,4.656034469604492,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d15215188-Reviews-Fairmont_Riyadh-Riyadh_Riyadh_Province.html
"Al Masjid Al Haram Road Building 4439, Mecca 24242 Saudi Arabia",Mecca,Saudi Arabia,24242,Al Masjid Al Haram Road,Kids Activities,Shuttle Bus Service,Free parking,Kitchenette,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Value,5.0,Service,4.0,2025-02-05,2025-02-06,3.0,6635492,https://media-cdn.tripadvisor.com/media/photo-o/29/a2/e7/ea/caption.jpg,Saudi Arabia,False,21.40142,ar,‫Royal Al Mashaer Hotel‬,"Mecca, Makkah Province",39.87784,Royal Al Mashaer Hotel,3,8,https://media-cdn.tripadvisor.com/media/photo-o/29/a2/e7/e4/caption.jpg,18.0,2.0,#2 of 18 special hotels in Mecca,4.5,0,0,1,0,2,3.049133777618408,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d6635492-Reviews-Royal_Al_Mashaer_Hotel-Mecca_Makkah_Province.html
"3rd Ring Road, Al Naseem District, Mecca 24245 Saudi Arabia",Mecca,Saudi Arabia,24245,"3rd Ring Road, Al Naseem District",Internet,Shuttle Bus Service,Suites,Room service,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.6,Value,4.7,2025-02-05,2025-02-06,5.0,17430922,https://media-cdn.tripadvisor.com/media/photo-o/1d/6d/2e/b4/millennium-makkah-al.jpg,Saudi Arabia,False,21.381033,ar,فندق ميلينيوم مكة النسيم,"Mecca, Makkah Province",39.871994,Millennium Makkah Al Naseem,202,148,https://media-cdn.tripadvisor.com/media/photo-o/1c/80/6f/a4/millennium-makkah-al.jpg,310.0,11.0,#11 of 310 hotels in Mecca,4.5,6,3,11,15,167,4.614266872406006,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d17430922-Reviews-Millennium_Makkah_Al_Naseem-Mecca_Makkah_Province.html
"Ibrahim Al Khalil Street, Mecca 21955 Saudi Arabia",Mecca,Saudi Arabia,21955,Ibrahim Al Khalil Street,Restaurant,Business center,Room service,Internet,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.9,Rooms,4.5,Value,4.3,2025-02-05,2025-02-06,5.0,306568,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/19/7b/82/best-location-overlooking.jpg,Saudi Arabia,False,21.40207,ar,‫Makkah Hotel‬,"Mecca, Makkah Province",39.815792,Makkah Hotel,2346,849,https://media-cdn.tripadvisor.com/media/photo-o/16/19/7b/82/best-location-overlooking.jpg,310.0,18.0,#18 of 310 hotels in Mecca,4.5,62,31,86,316,1851,4.385637283325195,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d306568-Reviews-Makkah_Hotel-Mecca_Makkah_Province.html
"Al Aziziyah District 7188, AlUla 43511 Saudi Arabia",AlUla,Saudi Arabia,43511,Al Aziziyah District 7188,Pool,Free parking,Free Wifi,Air conditioning,1802184,AlUla,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,4.5,Value,4.0,2025-02-05,2025-02-06,4.0,25247906,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/e4/44/f9/caption.jpg,Saudi Arabia,False,32.53068,ar,‫Cloud7 Residence AlUla‬,"AlUla, Al Madinah Province",13.021292,Cloud7 Residence AlUla,34,101,https://media-cdn.tripadvisor.com/media/photo-o/27/bd/e9/66/cloud7-hotel-residence.jpg,20.0,2.0,#2 of 20 hotels in AlUla,4.5,0,2,3,5,24,3.5101795196533203,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1802184-d25247906-Reviews-Cloud7_Residence_AlUla-AlUla_Al_Madinah_Province.html
"Ashar Valley, AlUla 43511 Saudi Arabia",AlUla,Saudi Arabia,43511,Ashar Valley,Pool,Suites,Room service,Free parking,1802184,AlUla,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.8,Rooms,4.6,Value,3.5,2025-02-05,2025-02-06,5.0,23619373,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/11/ed/93/habitas-alula.jpg,Saudi Arabia,False,26.761972,ar,Muntajae Habitas Aleula,"AlUla, Al Madinah Province",37.858906,Our Habitas AlUla,154,373,https://media-cdn.tripadvisor.com/media/photo-o/28/12/48/d3/celestial-villa.jpg,9.0,1.0,#1 of 9 hotels in AlUla,4.0,14,13,8,22,98,3.71114444732666,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1802184-d23619373-Reviews-Our_Habitas_AlUla-AlUla_Al_Madinah_Province.html
"8749 Hael St Al Andalus, Jeddah 23326 Saudi Arabia",Jeddah,Saudi Arabia,23326,8749 Hael St,Pool,Internet,Suites,Room service,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.6,Value,4.6,2025-02-05,2025-02-06,5.0,15238979,https://media-cdn.tripadvisor.com/media/photo-w/2c/88/33/11/exterior.jpg,Saudi Arabia,False,21.547836,ar,‫Movenpick Hotel Tahlia Jeddah‬,"Jeddah, Makkah Province",39.156498,Movenpick Hotel Tahlia Jeddah,249,238,https://media-cdn.tripadvisor.com/media/photo-o/19/ef/5c/ba/movenpick-hotel-tahlia.jpg,253.0,4.0,#4 of 253 hotels in Jeddah,5.0,6,1,2,21,219,4.755786895751953,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d15238979-Reviews-Movenpick_Hotel_Tahlia_Jeddah-Jeddah_Makkah_Province.html
"Umm Al Qura Road, Mecca 24231 Saudi Arabia",Mecca,Saudi Arabia,24231,Umm Al Qura Road,Kids Activities,Wifi,Free Wifi,Air conditioning,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,4.0,Value,5.0,2025-02-05,2025-02-06,3.0,7315612,https://media-cdn.tripadvisor.com/media/photo-o/27/b4/9c/26/caption.jpg,Saudi Arabia,False,21.42417,ar,فندق الشهباء مكة,"Mecca, Makkah Province",39.812515,Al Shahba Hotel,6,12,https://media-cdn.tripadvisor.com/media/photo-o/27/b4/9c/27/caption.jpg,310.0,84.0,#84 of 310 hotels in Mecca,4.0,0,0,1,3,2,3.0507121086120605,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d7315612-Reviews-Al_Shahba_Hotel-Mecca_Makkah_Province.html
"8508 King Fahd Branch Rd, 3817 Al Olaya, Riyadh 12333 Saudi Arabia",Riyadh,Saudi Arabia,12333,"8508 King Fahd Branch Rd, 3817 Al Olaya",Pool,Suites,Room service,Wheelchair access,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.9,Rooms,4.7,Value,4.4,2025-02-05,2025-02-06,4.0,26775066,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/32/6b/d8/caption.jpg,Saudi Arabia,False,24.710423,ar,‫Hilton Riyadh Olaya‬,"Riyadh, Riyadh Province",46.672337,Hilton Riyadh Olaya,103,211,https://media-cdn.tripadvisor.com/media/photo-o/2d/32/6b/d8/caption.jpg,317.0,15.0,#15 of 317 hotels in Riyadh,5.0,2,2,0,3,96,4.5557050704956055,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d26775066-Reviews-Hilton_Riyadh_Olaya-Riyadh_Riyadh_Province.html
"King Fahad Street Central Area, Medina 41455 Saudi Arabia",Medina,Saudi Arabia,41455,King Fahad Street,Internet,Kids Activities,Suites,Room service,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.9,Rooms,4.6,Value,4.7,2025-02-05,2025-02-06,5.0,306517,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/03/1d/34/welcome-to-intercontinental.jpg,Saudi Arabia,False,24.473585,ar,فندق إنتركونتيننتال دار الهجرة‎,"Medina, Al Madinah Province",39.61099,"Intercontinental Dar Al Hijra Ic Madinah, an IHG hotel",1957,594,https://media-cdn.tripadvisor.com/media/photo-o/2c/03/1d/34/welcome-to-intercontinental.jpg,227.0,4.0,#4 of 227 hotels in Medina,4.5,47,39,56,172,1643,4.816525936126709,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d306517-Reviews-Intercontinental_Dar_Al_Hijra_Ic_Madinah_an_IHG_hotel-Medina_Al_Madinah_Province.html
"Al Hamra District Southern Corniche, Jeddah 21432 Saudi Arabia",Jeddah,Saudi Arabia,21432,Al Hamra District Southern Corniche,Fitness center,Room service,Restaurant,Pool,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,4.4,Value,3.6,2025-02-05,2025-02-06,5.0,1489199,https://media-cdn.tripadvisor.com/media/photo-o/2d/6b/2d/8d/exterior.jpg,Saudi Arabia,False,21.513746,ar,فندق بارك حياة جدة - مارينا ونادي وسبا,"Jeddah, Makkah Province",39.1548,"Park Hyatt Jeddah – Marina, Club and Spa",651,406,https://media-cdn.tripadvisor.com/media/photo-o/08/55/66/81/park-hyatt-jeddah-marina.jpg,253.0,14.0,#14 of 253 hotels in Jeddah,4.5,26,29,60,159,377,4.233054161071777,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d1489199-Reviews-Park_Hyatt_Jeddah_Marina_Club_and_Spa-Jeddah_Makkah_Province.html
"Abu Bakr Road-Hassan Bin Ali St, Riyadh Saudi Arabia",Riyadh,Saudi Arabia,Unknown,Abu Bakr Road-Hassan Bin Ali St,Internet,Room service,Free Internet,Restaurant,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,4.0,Value,5.0,2025-02-05,2025-02-06,0.0,2482436,https://media-cdn.tripadvisor.com/media/photo-o/0a/cd/cb/fe/comfort-inn-riyadh.jpg,Saudi Arabia,False,24.768602,ar,كومفرت إن تعاون,"Riyadh, Riyadh Province",46.690998,Comfort Inn Riyadh,7,45,https://media-cdn.tripadvisor.com/media/photo-o/0a/cd/cc/14/comfort-inn-riyadh.jpg,317.0,125.0,#125 of 317 hotels in Riyadh,4.5,0,0,1,3,3,3.0592403411865234,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d2482436-Reviews-Comfort_Inn_Riyadh-Riyadh_Riyadh_Province.html
"Al Faisaliya, Wej Street, Front of Al Jal Garden, Taif 21944 Saudi Arabia",Taif,Saudi Arabia,21944,"Al Faisaliya, Wej Street,",Free parking,Pool,Internet,Kids Activities,298553,Taif,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.0,Rooms,3.3,Value,3.0,2025-02-05,2025-02-06,0.0,3330327,https://media-cdn.tripadvisor.com/media/photo-o/05/f0/a9/08/awaliv-suites.jpg,Saudi Arabia,False,21.40431,ar,أجنحة أوالف,"Taif, Makkah Province",40.54722,Awaliv Suites,21,50,https://media-cdn.tripadvisor.com/media/photo-o/12/eb/70/57/photo0jpg.jpg,35.0,6.0,#6 of 35 hotels in Taif,4.0,1,1,4,10,5,3.1191964149475098,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298553-d3330327-Reviews-Awaliv_Suites-Taif_Makkah_Province.html
"8430 Uthman Ibn Affan Rd Al Waha, Riyadh Saudi Arabia",Riyadh,Saudi Arabia,Unknown,8430 Uthman Ibn Affan Rd,Pool,Internet,Kids Activities,Suites,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.2,Value,4.7,2025-02-05,2025-02-06,5.0,17154823,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/1d/7b/2e/welcome-to-a-unique-destinatio.jpg,Saudi Arabia,False,24.742296,ar,"‫Crowne Plaza Riyadh al Waha, an IHG hotel‬","Riyadh, Riyadh Province",46.725163,"Crowne Plaza Riyadh al Waha, an IHG hotel",223,162,https://media-cdn.tripadvisor.com/media/photo-o/2c/1d/7b/2e/welcome-to-a-unique-destinatio.jpg,317.0,19.0,#19 of 317 hotels in Riyadh,4.5,10,1,11,22,179,4.499273300170898,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d17154823-Reviews-Crowne_Plaza_Riyadh_al_Waha_an_IHG_hotel-Riyadh_Riyadh_Province.html
"Olaya Street, Riyadh 11547 Saudi Arabia",Riyadh,Saudi Arabia,11547,Olaya Street,Pool,Internet,Kids Activities,Suites,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.5,Value,4.5,2025-02-05,2025-02-06,4.0,299190,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/1f/db/0f/east-building-night-view.jpg,Saudi Arabia,False,24.680237,ar,هوليداى ان الرياض العليا,"Riyadh, Riyadh Province",46.690372,"Holiday Inn Riyadh - Olaya, An Ihg Hotel",563,292,https://media-cdn.tripadvisor.com/media/photo-o/2e/1f/db/0f/east-building-night-view.jpg,317.0,1.0,#1 of 317 hotels in Riyadh,4.5,13,19,84,127,320,4.839858531951904,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d299190-Reviews-Holiday_Inn_Riyadh_Olaya_An_Ihg_Hotel-Riyadh_Riyadh_Province.html
"King Khaled Road 51497 Qassim, Buraidah 31001 Saudi Arabia",Buraidah,Saudi Arabia,31001,King Khaled Road,Restaurant,Business center,Internet,Room service,652389,Buraidah,City,2628882,Al Qasim Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.1,Rooms,4.2,Value,3.8,2025-02-05,2025-02-06,5.0,642424,https://media-cdn.tripadvisor.com/media/photo-w/2c/71/05/ad/exterior.jpg,Saudi Arabia,False,26.358112,ar,‫Movenpick Hotel Qassim‬,"Buraidah, Al Qasim Province",43.968227,Movenpick Hotel Qassim,189,130,https://media-cdn.tripadvisor.com/media/photo-o/25/14/8f/66/building.jpg,18.0,1.0,#1 of 18 hotels in Buraidah,4.5,5,3,27,40,114,3.786375999450684,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g652389-d642424-Reviews-Movenpick_Hotel_Qassim-Buraidah_Al_Qasim_Province.html
"Ash Shubaikah, Jabal Omar, Mecca 24231 Saudi Arabia",Mecca,Saudi Arabia,24231,"Ash Shubaikah, Jabal Omar",Internet,Suites,Room service,Wheelchair access,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,4.8,Value,4.6,2025-02-05,2025-02-06,4.0,17662887,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/b8/c6/4f/exterior.jpg,Saudi Arabia,False,21.423096,ar,جبل عمر دبل تري من هيلتون مكة,"Mecca, Makkah Province",39.81805,Doubletree By Hilton Jabal Omar Makkah,581,365,https://media-cdn.tripadvisor.com/media/photo-o/18/8f/fc/29/doubletree-by-hilton.jpg,310.0,7.0,#7 of 310 hotels in Mecca,4.5,16,3,19,51,492,4.730736255645752,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d17662887-Reviews-Doubletree_By_Hilton_Jabal_Omar_Makkah-Mecca_Makkah_Province.html
"Olaya Street, Riyadh 12251 Saudi Arabia",Riyadh,Saudi Arabia,12251,Olaya Street,Pool,Internet,Free parking,Restaurant,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,4.5,Value,4.0,2025-02-05,2025-02-06,0.0,28054092,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/4e/1a/a0/nova-m-hotel-exterior.jpg,Saudi Arabia,False,24.779217,ar,‫Nova M Hotel Edge By Rotana‬,"Riyadh, Riyadh Province",46.642143,Nova M Hotel Edge By Rotana,6,67,https://media-cdn.tripadvisor.com/media/photo-o/2d/4e/1a/a0/nova-m-hotel-exterior.jpg,62.0,1.0,#1 of 62 small hotels in Riyadh,4.5,0,0,0,2,4,3.1814441680908203,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d28054092-Reviews-Nova_M_Hotel_Edge_By_Rotana-Riyadh_Riyadh_Province.html
