address,addressobj/city,addressobj/country,addressobj/postalcode,addressobj/street1,amenities/0,amenities/1,amenities/2,amenities/3,ancestorlocations/0/id,ancestorlocations/0/name,ancestorlocations/0/subcategory,ancestorlocations/1/id,ancestorlocations/1/name,ancestorlocations/1/subcategory,ancestorlocations/2/id,ancestorlocations/2/name,ancestorlocations/2/subcategory,category,categoryreviewscores/0/categoryname,categoryreviewscores/0/score,categoryreviewscores/1/categoryname,categoryreviewscores/1/score,categoryreviewscores/2/categoryname,categoryreviewscores/2/score,checkindate,checkoutdate,hotelclass,id,image,input,isnearbyresult,latitude,locallangcode,localname,locationstring,longitude,name,numberofreviews,photocount,photos/0,rankingdenominator,rankingposition,rankingstring,rating,ratinghistogram/count1,ratinghistogram/count2,ratinghistogram/count3,ratinghistogram/count4,ratinghistogram/count5,rawranking,subcategories/0,type,weburl
"Abdallah Ali Al Lawzi Street, Jeddah 23738 Saudi Arabia",Jeddah,Saudi Arabia,23738,Abdallah Ali Al Lawzi Street,Kids Activities,Free parking,Free Wifi,Dry Cleaning,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Value,5.0,Service,5.0,2025-02-05,2025-02-06,0.0,7195424,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/f6/57/7f/property-building.jpg,Saudi Arabia,False,21.772335,ar,لجين الغربية للوحدات السكنية المفروشة,"Jeddah, Makkah Province",39.17861,Lujain Hotel,1,4,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/1c/52/b4/property-building.jpg,59.0,12.0,#12 of 59 small hotels in Jeddah,5.0,0,0,0,0,1,3.03962516784668,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d7195424-Reviews-Lujain_Hotel-Jeddah_Makkah_Province.html
"Ibrahim Al Hadithi Street, Abha 62521 Saudi Arabia",Abha,Saudi Arabia,62521,Ibrahim Al Hadithi Street,Unknown,Unknown,Unknown,Unknown,298542,Abha,City,2628858,Asir Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,21370405,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/34/21/e2/caption.jpg,Saudi Arabia,False,18.229982,ar,‫Aber 106 Abha‬,"Abha, Asir Province",42.508877,Aber 106 Abha,2,7,https://media-cdn.tripadvisor.com/media/photo-o/2c/34/21/e8/caption.jpg,1.0,1.0,#1 of 1 inn in Abha,4.5,0,0,0,1,1,3.055403709411621,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298542-d21370405-Reviews-Aber_106_Abha-Abha_Asir_Province.html
"Al Iskandariyyah, Jeddah 23212 Saudi Arabia",Jeddah,Saudi Arabia,23212,Al Iskandariyyah,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,26611669,Unknown,Saudi Arabia,False,21.51492,ar,فندق مروج نجد,"Jeddah, Makkah Province",39.15797,Funduq Murawij Najd,1,0,https://media-cdn.tripadvisor.com/media/photo-o/0e/ae/dc/9c/photo0jpg.jpg,253.0,106.0,#106 of 253 hotels in Jeddah,5.0,0,0,0,0,1,3.040057420730591,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d26611669-Reviews-Funduq_Murawij_Najd-Jeddah_Makkah_Province.html
"Prince Sultan Road Jiwar Diwar Alqabdih, Jeddah 23425 Saudi Arabia",Jeddah,Saudi Arabia,23425,Prince Sultan Road Jiwar Diwar Alqabdih,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,19983823,Unknown,Saudi Arabia,False,21.58669,ar,‫Kanz Residence‬,"Jeddah, Makkah Province",39.14368,Kanz Residence,2,0,https://media-cdn.tripadvisor.com/media/photo-o/0e/ae/dc/9c/photo0jpg.jpg,59.0,8.0,#8 of 59 small hotels in Jeddah,5.0,0,0,0,0,2,3.054737329483032,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d19983823-Reviews-Kanz_Residence-Jeddah_Makkah_Province.html
"Al Ulaya District, 2 Street, Al Khobar 31952 Saudi Arabia",Al Khobar,Saudi Arabia,31952,"Al Ulaya District, 2 Street",Kids Activities,Shuttle Bus Service,Free parking,Airport transportation,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Value,4.0,Service,4.0,2025-02-05,2025-02-06,0.0,9777235,Unknown,Saudi Arabia,False,26.28619,ar,‫Crown Glory Hotel Suites‬,"Al Khobar, Eastern Province",50.19719,Crown Glory Hotel Suites,3,0,https://media-cdn.tripadvisor.com/media/photo-o/09/00/89/07/photo0jpg.jpg,46.0,4.0,#4 of 46 condos in Al Khobar,4.5,0,0,0,1,2,3.0552148818969727,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d9777235-Reviews-Crown_Glory_Hotel_Suites-Al_Khobar_Eastern_Province.html
"King Abdullah Road, Yanbu 46424 Saudi Arabia",Yanbu,Saudi Arabia,46424,King Abdullah Road,Unknown,Unknown,Unknown,Unknown,298554,Yanbu,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Service,3.0,Sleep Quality,4.0,2025-02-05,2025-02-06,3.0,21320817,https://media-cdn.tripadvisor.com/media/photo-m/1280/21/e0/a0/fc/caption.jpg,Saudi Arabia,False,24.082596,ar,فندق رتاج الساحل,"Yanbu, Al Madinah Province",38.063496,Retaj Alsahil,3,9,https://media-cdn.tripadvisor.com/media/photo-o/21/e0/a0/ff/caption.jpg,22.0,9.0,#9 of 22 hotels in Yanbu,4.0,0,0,0,3,0,3.052710056304932,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298554-d21320817-Reviews-Retaj_Alsahil-Yanbu_Al_Madinah_Province.html
"Orwa Bin Al Ward Street, Al Morooj District, Riyadh 11663 Saudi Arabia",Riyadh,Saudi Arabia,11663,"Orwa Bin Al Ward Street, Al Morooj District",Room service,Free parking,Restaurant,Airport transportation,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.5,Rooms,5.0,Value,3.7,2025-02-05,2025-02-06,3.0,6676081,https://media-cdn.tripadvisor.com/media/photo-o/0b/14/82/4a/rest-night-hotel-suites.jpg,Saudi Arabia,False,24.75115,ar,‫Rest Night Hotel Suites - Al Moroj‬,"Riyadh, Riyadh Province",46.670586,Rest Night Hotel Suites - Al Moroj,4,12,https://media-cdn.tripadvisor.com/media/photo-o/0b/14/81/1d/rest-night-hotel-suites.jpg,317.0,150.0,#150 of 317 hotels in Riyadh,4.5,0,0,1,1,2,3.039734125137329,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d6676081-Reviews-Rest_Night_Hotel_Suites_Al_Moroj-Riyadh_Riyadh_Province.html
"Jawafah Street Prince Mishal District, Nejran 55461 Saudi Arabia",Nejran,Saudi Arabia,55461,Jawafah Street,Kids Activities,Hot Tub,Air conditioning,Minibar,298552,Nejran,City,2628889,Nejran Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,4.0,Value,4.0,2025-02-05,2025-02-06,4.0,8035647,https://media-cdn.tripadvisor.com/media/photo-o/08/ed/60/97/caption.jpg,Saudi Arabia,False,17.55707,ar,‫Oasis Najran Hotel Apartments‬,"Nejran, Nejran Province",44.23412,Oasis Najran Hotel Apartments,10,35,https://media-cdn.tripadvisor.com/media/photo-o/14/79/9b/a2/photo0jpg.jpg,14.0,2.0,#2 of 14 hotels in Nejran,4.0,0,0,4,4,2,3.055619955062866,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298552-d8035647-Reviews-Oasis_Najran_Hotel_Apartments-Nejran_Nejran_Province.html
"Tariq Almalik Fahd Alfareii Hayi Almalqa Bijiwar Burj Kian, Riyadh 13521 Saudi Arabia",Riyadh,Saudi Arabia,13521,Tariq Almalik Fahd Alfareii,Internet,Suites,Room service,Free Internet,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,3.0,11879864,https://media-cdn.tripadvisor.com/media/photo-o/0e/9a/40/35/thwary-hotel-suites.jpg,Saudi Arabia,False,24.817198,ar,ثواري للأجنحة الفندقية,"Riyadh, Riyadh Province",46.617558,Thwary Hotel Suites,3,5,https://media-cdn.tripadvisor.com/media/photo-o/0e/9a/40/35/thwary-hotel-suites.jpg,317.0,147.0,#147 of 317 hotels in Riyadh,4.5,0,0,0,2,1,3.040848970413208,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d11879864-Reviews-Thwary_Hotel_Suites-Riyadh_Riyadh_Province.html
"Ajyaad St, Mecca 23621 Saudi Arabia",Mecca,Saudi Arabia,23621,Ajyaad St,Kids Activities,Restaurant,Laundry Service,Air conditioning,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,3.0,12272077,Unknown,Saudi Arabia,False,21.407375,ar,‫Alwan Al Aseel‬,"Mecca, Makkah Province",39.83313,Alwan Al Aseel,1,0,https://media-cdn.tripadvisor.com/media/photo-o/15/4d/45/7c/mecca.jpg,310.0,97.0,#97 of 310 hotels in Mecca,5.0,0,0,0,0,1,3.0409486293792725,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d12272077-Reviews-Alwan_Al_Aseel-Mecca_Makkah_Province.html
"Dahrane Street, Al Khobar Saudi Arabia",Al Khobar,Saudi Arabia,Unknown,Dahrane Street,Internet,Shuttle Bus Service,Room service,Free Internet,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.2,Value,3.3,2025-02-05,2025-02-06,4.0,2513727,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/4f/d7/8d/caption.jpg,Saudi Arabia,False,26.3039,ar,فندق إنتور الخبر,"Al Khobar, Eastern Province",50.21112,Intour Al Khobar,10,5,https://media-cdn.tripadvisor.com/media/photo-o/14/4f/d7/8d/caption.jpg,103.0,51.0,#51 of 103 hotels in Al Khobar,4.0,1,0,2,4,3,3.045361280441284,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d2513727-Reviews-Intour_Al_Khobar-Al_Khobar_Eastern_Province.html
Jazan 82617 Saudi Arabia,Jazan,Saudi Arabia,82617,Unknown,Unknown,Unknown,Unknown,Unknown,1074315,Jazan,City,2628892,Jizan Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,1.0,Rooms,1.0,Value,1.0,2025-02-05,2025-02-06,0.0,24975835,Unknown,Saudi Arabia,False,16.87586,ar,فندق جاردن ميلينيوم,"Jazan, Jizan Province",42.58216,Funduq Jardin Milinyum,1,0,https://media-cdn.tripadvisor.com/media/photo-o/0a/a9/fa/6f/jazan.jpg,2.0,1.0,#1 of 2 guest houses in Jazan,5.0,0,0,0,0,1,3.043221235275269,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1074315-d24975835-Reviews-Funduq_Jardin_Milinyum-Jazan_Jizan_Province.html
"3285 Prince Mohammed Bin Fahd Road, Dammam 32411 Saudi Arabia",Dammam,Saudi Arabia,32411,3285 Prince Mohammed Bin Fahd Road,Shuttle Bus Service,Free Internet,Free parking,Restaurant,298547,Dammam,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,3.0,25105503,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/b2/57/14/swiss-spirit-hotel-suites.jpg,Saudi Arabia,False,26.455366,ar,‫Swiss Spirit Hotel & Suites Dammam Corniche‬,"Dammam, Eastern Province",50.120865,Swiss Spirit Hotel & Suites Dammam Corniche,2,16,https://media-cdn.tripadvisor.com/media/photo-o/28/b2/57/14/swiss-spirit-hotel-suites.jpg,38.0,19.0,#19 of 38 hotels in Dammam,4.0,0,0,1,0,1,3.0406253337860107,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298547-d25105503-Reviews-Swiss_Spirit_Hotel_Suites_Dammam_Corniche-Dammam_Eastern_Province.html
"Abu Bakr El Siddiq & Al Hussein Bin Ali, Riyadh 42786-11551 Saudi Arabia",Riyadh,Saudi Arabia,42786-11551,Abu Bakr El Siddiq & Al Hussein Bin Ali,Kids Activities,Restaurant,Kitchenette,Wifi,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,12654862,https://media-cdn.tripadvisor.com/media/photo-w/19/09/a7/eb/photo4jpg.jpg,Saudi Arabia,False,24.770231,ar,‫Clemence Hotel Suites‬,"Riyadh, Riyadh Province",46.69042,Clemence Hotel Suites,2,10,https://media-cdn.tripadvisor.com/media/photo-o/19/09/a7/e7/photo1jpg.jpg,140.0,13.0,#13 of 140 condos in Riyadh,5.0,0,0,0,0,2,3.042830467224121,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d12654862-Reviews-Clemence_Hotel_Suites-Riyadh_Riyadh_Province.html
"Al Madinah Al Munawarah Street, Al Qafila District, Khamis Mushait 62456 Saudi Arabia",Khamis Mushait,Saudi Arabia,62456,"Al Madinah Al Munawarah Street, Al Qafila District",Kids Activities,Laundry Service,Unknown,Unknown,298550,Khamis Mushait,City,2628858,Asir Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,15777386,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/bc/d3/71/property-building.jpg,Saudi Arabia,False,18.31266,ar,‫Niyaf Hotel Appartments‬,"Khamis Mushait, Asir Province",42.69923,Niyaf Hotel Appartments,1,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/bc/d3/71/property-building.jpg,6.0,1.0,#1 of 6 small hotels in Khamis Mushait,5.0,0,0,0,0,1,3.0420422554016118,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298550-d15777386-Reviews-Niyaf_Hotel_Appartments-Khamis_Mushait_Asir_Province.html
"Om Alqora Street, Mecca 24232 Saudi Arabia",Mecca,Saudi Arabia,24232,Om Alqora Street,Unknown,Unknown,Unknown,Unknown,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,0.0,26553073,Unknown,Saudi Arabia,False,21.424187,ar,‫Kawther Albarka‬,"Mecca, Makkah Province",39.79293,Kawther Albarka,1,0,https://media-cdn.tripadvisor.com/media/photo-o/15/4d/45/7c/mecca.jpg,310.0,96.0,#96 of 310 hotels in Mecca,5.0,0,0,0,0,1,3.0410871505737305,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d26553073-Reviews-Kawther_Albarka-Mecca_Makkah_Province.html
"Prince Muqrin Bin Abdulaziz, Al Waha District, Yanbu 46429 Saudi Arabia",Yanbu,Saudi Arabia,46429,"Prince Muqrin Bin Abdulaziz, Al Waha District",Kids Activities,Room service,Free parking,Restaurant,298554,Yanbu,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Value,5.0,Cleanliness,5.0,Service,4.0,2025-02-05,2025-02-06,0.0,10055462,Unknown,Saudi Arabia,False,24.07966,ar,‫Danat Park Hotel‬,"Yanbu, Al Madinah Province",38.10111,Danat Park Hotel,3,0,https://media-cdn.tripadvisor.com/media/photo-o/0a/aa/5d/41/photo0jpg.jpg,9.0,2.0,#2 of 9 small hotels in Yanbu,4.5,0,0,0,1,2,3.0427849292755127,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298554-d10055462-Reviews-Danat_Park_Hotel-Yanbu_Al_Madinah_Province.html
"21 Street 3267 Al Olaya Dist. 7484, Al Khobar 34447 Saudi Arabia",Al Khobar,Saudi Arabia,34447,21 Street 3267 Al Olaya Dist. 7484,Unknown,Unknown,Unknown,Unknown,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,2.0,26637825,https://media-cdn.tripadvisor.com/media/photo-w/2d/d5/71/e6/caption.jpg,Saudi Arabia,False,26.30188,ar,‫Villa Misk Alkhobar‬,"Al Khobar, Eastern Province",50.17796,Villa Misk Alkhobar,1,6,https://media-cdn.tripadvisor.com/media/photo-o/2d/d5/71/e5/caption.jpg,103.0,52.0,#52 of 103 hotels in Al Khobar,5.0,0,0,0,0,1,3.043836832046509,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d26637825-Reviews-Villa_Misk_Alkhobar-Al_Khobar_Eastern_Province.html
"Al Badi Dist, A5 Street, Building No. 8223, Dammam 32415 Saudi Arabia",Dammam,Saudi Arabia,32415,"Al Badi Dist, A5 Street, Building No. 8223",Unknown,Unknown,Unknown,Unknown,298547,Dammam,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Value,5.0,Service,5.0,2025-02-05,2025-02-06,0.0,24077251,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/1f/00/50/caption.jpg,Saudi Arabia,False,24.4721725,ar,‫Time Dammam Residence‬,"Dammam, Eastern Province",41.659473,Time Dammam Residence,1,1,https://media-cdn.tripadvisor.com/media/photo-o/2b/1f/00/50/caption.jpg,38.0,21.0,#21 of 38 hotels in Dammam,5.0,0,0,0,0,1,3.039705991744995,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298547-d24077251-Reviews-Time_Dammam_Residence-Dammam_Eastern_Province.html
"Prince Sultan Street Al Nahda District, Jeddah 21477 Saudi Arabia",Jeddah,Saudi Arabia,21477,Prince Sultan Street,Kids Activities,Shuttle Bus Service,Room service,Free parking,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Rooms,4.0,Value,5.0,Cleanliness,3.3,2025-02-05,2025-02-06,3.0,8645921,https://media-cdn.tripadvisor.com/media/photo-o/09/cf/7c/f1/photo0jpg.jpg,Saudi Arabia,False,21.626722,ar,‫Shamaat Jeddah Aparthotel‬,"Jeddah, Makkah Province",39.13496,Shamaat Jeddah Aparthotel,5,1,https://media-cdn.tripadvisor.com/media/photo-o/09/cf/7c/f1/photo0jpg.jpg,253.0,99.0,#99 of 253 hotels in Jeddah,4.0,0,0,0,5,0,3.0424342155456543,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d8645921-Reviews-Shamaat_Jeddah_Aparthotel-Jeddah_Makkah_Province.html
"An Naseem, Jeddah 21531 Saudi Arabia",Jeddah,Saudi Arabia,21531,An Naseem,Kids Activities,Room service,Free parking,Restaurant,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Rooms,4.0,Value,5.0,Cleanliness,4.0,2025-02-05,2025-02-06,3.0,7323196,https://media-cdn.tripadvisor.com/media/photo-o/0b/14/be/7e/beessaan.jpg,Saudi Arabia,False,21.51876,ar,صناع الريادة للأجنحة الفندقية,"Jeddah, Makkah Province",39.22253,Sonaa Al Reyadah Hotel Apartments,5,1,https://media-cdn.tripadvisor.com/media/photo-o/0b/14/be/7e/beessaan.jpg,253.0,84.0,#84 of 253 hotels in Jeddah,4.5,0,0,0,3,2,3.05395770072937,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d7323196-Reviews-Sonaa_Al_Reyadah_Hotel_Apartments-Jeddah_Makkah_Province.html
"Ash Sharafiyah District, Jeddah Saudi Arabia",Jeddah,Saudi Arabia,Unknown,Ash Sharafiyah District,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,0.0,22130948,Unknown,Saudi Arabia,False,21.519833,ar,‫Mirage Hotel Jeddah‬,"Jeddah, Makkah Province",39.18944,Mirage Hotel Jeddah,1,0,https://media-cdn.tripadvisor.com/media/photo-o/0e/ae/dc/9c/photo0jpg.jpg,59.0,11.0,#11 of 59 small hotels in Jeddah,5.0,0,0,0,0,1,3.0412404537200928,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d22130948-Reviews-Mirage_Hotel_Jeddah-Jeddah_Makkah_Province.html
"Arid Ibn Mahshi 3896, Jeddah 23425 Saudi Arabia",Jeddah,Saudi Arabia,23425,Arid Ibn Mahshi 3896,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,25214022,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/06/76/5b/bathroom.jpg,Saudi Arabia,False,21.591425,ar,‫Moments Hotel‬,"Jeddah, Makkah Province",39.142643,Moments Hotel,1,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/19/60/93/bed.jpg,253.0,101.0,#101 of 253 hotels in Jeddah,5.0,0,0,0,0,1,3.041815757751465,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d25214022-Reviews-Moments_Hotel-Jeddah_Makkah_Province.html
"Prince Turkey Street, Al Khobar 34714 Saudi Arabia",Al Khobar,Saudi Arabia,34714,Prince Turkey Street,Kids Activities,Restaurant,Unknown,Unknown,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,3.0,16699223,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/fe/ed/ff/loaloat-al-bahar.jpg,Saudi Arabia,False,26.272123,ar,‫Loaloat Al Khobar‬,"Al Khobar, Eastern Province",50.215633,Loaloat Al Khobar,1,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/fe/ed/ff/loaloat-al-bahar.jpg,103.0,53.0,#53 of 103 hotels in Al Khobar,5.0,0,0,0,0,1,3.0434839725494385,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d16699223-Reviews-Loaloat_Al_Khobar-Al_Khobar_Eastern_Province.html
"Hadiqat Rami, Jeddah 23437 Saudi Arabia",Jeddah,Saudi Arabia,23437,Hadiqat Rami,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Unknown,4.2,Unknown,4.0,Unknown,4.0,2025-02-05,2025-02-06,0.0,27982783,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/06/5a/96/lobby-or-reception.jpg,Saudi Arabia,False,21.588669,ar,مساكن المنى,"Jeddah, Makkah Province",39.152637,Al Mona Residences,1,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2e/06/5a/97/property-building.jpg,20.0,5.0,#5 of 20 special hotels in Jeddah,5.0,0,0,0,0,1,3.0437779426574707,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d27982783-Reviews-Al_Mona_Residences-Jeddah_Makkah_Province.html
"Amnah Bint Wahb Street. Al Naeem District, Jeddah 23441 Saudi Arabia",Jeddah,Saudi Arabia,23441,Amnah Bint Wahb Street. Al Naeem District,Internet,Room service,Free parking,Restaurant,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Value,5.0,Cleanliness,5.0,2025-02-05,2025-02-06,0.0,6977492,https://media-cdn.tripadvisor.com/media/photo-o/0d/7d/2d/b8/caption.jpg,Saudi Arabia,False,21.64181,ar,‫Dorrat Alnaeem‬,"Jeddah, Makkah Province",39.14017,Dorrat Alnaeem,3,4,https://media-cdn.tripadvisor.com/media/photo-o/0d/7d/2c/25/caption.jpg,103.0,20.0,#20 of 103 condos in Jeddah,4.5,0,0,0,1,2,3.041172742843628,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d6977492-Reviews-Dorrat_Alnaeem-Jeddah_Makkah_Province.html
"Alsalam District, Alfadl Ibn Esmaeel Street, Al Khobar 31952 Saudi Arabia",Al Khobar,Saudi Arabia,31952,"Alsalam District, Alfadl Ibn Esmaeel Street",Kids Activities,Room service,Free parking,Restaurant,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Cleanliness,4.0,Service,4.0,Sleep Quality,4.0,2025-02-05,2025-02-06,3.0,8696545,https://media-cdn.tripadvisor.com/media/photo-o/0f/79/57/dd/silverton-olaya.jpg,Saudi Arabia,False,26.294783,ar,‫Silverton Olaya‬,"Al Khobar, Eastern Province",50.177013,Silverton Olaya,3,6,https://media-cdn.tripadvisor.com/media/photo-o/0f/79/57/dd/silverton-olaya.jpg,103.0,54.0,#54 of 103 hotels in Al Khobar,4.5,0,0,0,1,2,3.041698694229126,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d8696545-Reviews-Silverton_Olaya-Al_Khobar_Eastern_Province.html
"Al Olaya Dist. The 5th Street, Al Khobar 31982 Saudi Arabia",Al Khobar,Saudi Arabia,31982,Al Olaya Dist. The 5th Street,Pool,Room service,Free parking,Restaurant,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,4.0,Value,4.8,2025-02-05,2025-02-06,0.0,7697170,https://media-cdn.tripadvisor.com/media/photo-o/0a/cf/01/bd/breakfast.jpg,Saudi Arabia,False,26.29126,ar,هوم إن للشقق الفندقية,"Al Khobar, Eastern Province",50.1851,Home Inn Hotel Suites,6,9,https://media-cdn.tripadvisor.com/media/photo-o/0a/ca/70/ae/room.jpg,20.0,2.0,#2 of 20 small hotels in Al Khobar,4.0,0,0,1,3,2,3.0495522022247314,Bed and Breakfast,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d7697170-Reviews-Home_Inn_Hotel_Suites-Al_Khobar_Eastern_Province.html
"Al Iradah Al Qawiyyah 1, Jeddah 23511 Saudi Arabia",Jeddah,Saudi Arabia,23511,Al Iradah Al Qawiyyah 1,Unknown,Unknown,Unknown,Unknown,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,0.0,26564477,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/ff/39/75/property-building.jpg,Saudi Arabia,False,21.61137,ar,رسيس للأجنحة الفندقية,"Jeddah, Makkah Province",39.12795,Rasis Lil'Ajnihat Alfunduqia,1,0,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/ff/39/75/property-building.jpg,253.0,92.0,#92 of 253 hotels in Jeddah,5.0,0,0,0,0,1,3.044117927551269,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d26564477-Reviews-Rasis_Lil_Ajnihat_Alfunduqia-Jeddah_Makkah_Province.html
